Feature_1,Feature_2,Correlation
figglu_min,wbc_max,-0.09216524783742316
figglu_max,wbc_max,0.08207580318384965
figglu_avg,wbc_max,-0.006274342573256247
pot_min,wbc_max,-0.12143372099901047
pot_max,wbc_max,0.14722833783739603
pot_avg,wbc_max,0.013250218820051944
sod_min,wbc_max,-0.12224620867590033
sod_max,wbc_max,0.12013302406817909
sod_avg,wbc_max,0.013305791541276295
hem_min,wbc_max,-0.14835493230767563
hem_max,wbc_max,0.08731413657351442
hem_avg,wbc_max,-0.044370259680804505
chl_min,wbc_max,-0.0664386093232458
chl_max,wbc_max,0.11233305771283732
chl_avg,wbc_max,0.032980470926407005
bun_min,wbc_max,0.07347533813927842
bun_max,wbc_max,0.2210007122106921
bun_avg,wbc_max,0.16431996221322398
cre_min,wbc_max,-0.013958671851221661
cre_max,wbc_max,0.017437358667718443
cre_avg,wbc_max,0.004915789292415067
hemo_min,wbc_max,-0.15094750921270214
hemo_max,wbc_max,0.08790257843525298
hemo_avg,wbc_max,-0.04689396631636588
car_min,wbc_max,-0.23564653767693508
car_max,wbc_max,-0.019105811652591564
car_avg,wbc_max,-0.1304343644910955
rbc_min,wbc_max,-0.13608559729976946
rbc_max,wbc_max,0.09678871704976107
rbc_avg,wbc_max,-0.03224243524879351
pla_min,wbc_max,-0.0024332784687179105
pla_max,wbc_max,0.1984973641881273
pla_avg,wbc_max,0.09747790687822318
wbc_min,wbc_max,0.6714950010363651
wbc_max,wbc_max,1.0
wbc_avg,wbc_max,0.8954585072526527
hea_min,wbc_max,-0.09659428457532775
hea_max,wbc_max,0.232186498638332
hea_avg,wbc_max,0.11864346949200838
mag_min,wbc_max,-0.10637913736938281
mag_max,wbc_max,0.08510194078890128
mag_avg,wbc_max,0.015603581930607516
res_min,wbc_max,-0.1687758985814188
res_max,wbc_max,0.19599275740498603
res_avg,wbc_max,0.054160112185419884
spo_min,wbc_max,-0.15596516954256048
spo_max,wbc_max,0.0004984482591849091
spo_avg,wbc_max,-0.004031084838451781
spo_alarms,wbc_max,0.13844357537759813
temp_min,wbc_max,-0.027593622184298755
temp_max,wbc_max,0.08622630183452612
temp_avg,wbc_max,0.007847043676968988
hear_mode_1st Deg AV Block,wbc_max,-0.004920452522438927
hear_mode_A Paced,wbc_max,0.08095484405059751
hear_mode_AV Paced,wbc_max,-0.023285476836383746
hear_mode_Atrial Fib,wbc_max,0.026442061121944384
hear_mode_Atrial Flutter,wbc_max,-0.026520123220566728
hear_mode_Junctional,wbc_max,-0.018589959812511162
hear_mode_MultFocalAtrTach,wbc_max,-0.045032725033213206
hear_mode_Normal Sinus,wbc_max,-0.05582525173677779
hear_mode_Parox Atr Tachy,wbc_max,-0.0032279723985795387
hear_mode_Sinus Brady,wbc_max,-0.03737696208476233
hear_mode_Sinus Tachy,wbc_max,0.08547110553050714
hear_mode_V Paced,wbc_max,-0.034965650493340474
hear_last_1st Deg AV Block,wbc_max,-0.01706141826398774
hear_last_2nd AVB Mobitz 2,wbc_max,0.04588002015415283
hear_last_A Paced,wbc_max,0.05713738292026295
hear_last_AV Paced,wbc_max,-0.020714387235936476
hear_last_Asystole,wbc_max,0.02420033643783526
hear_last_Atrial Fib,wbc_max,0.01304382923485066
hear_last_Atrial Flutter,wbc_max,-0.017640542891550745
hear_last_Comp Heart Block,wbc_max,-0.023631883587848224
hear_last_Idioventricular,wbc_max,0.042264183285287145
hear_last_Junctional,wbc_max,-0.005660416758641702
hear_last_MultFocalAtrTach,wbc_max,-0.045032725033213206
hear_last_Normal Sinus,wbc_max,-0.045532969298599756
hear_last_Other/Remarks,wbc_max,-0.0318579842905097
hear_last_Sinus Brady,wbc_max,0.005394641744853348
hear_last_Sinus Tachy,wbc_max,0.04353130889464054
hear_last_Supravent Tachy,wbc_max,-0.024634020434385943
hear_last_V Paced,wbc_max,0.018084250351043638
died_immediately,wbc_max,0.1443473046988118
age,wbc_avg,0.050760726698282896
gender,wbc_avg,0.03922377548574266
ethnicity,wbc_avg,0.020448173717369126
marital_DIVORCED,wbc_avg,0.0091420284473019
marital_MARRIED,wbc_avg,0.02414975531784309
marital_SEPARATED,wbc_avg,-0.025999513769314267
marital_SINGLE,wbc_avg,-0.04713923609478093
marital_WIDOWED,wbc_avg,0.023760097013630726
icu_duration_hour,wbc_avg,-0.05162996774637529
icu_times,wbc_avg,-0.050509072257069604
icu_times_total,wbc_avg,-0.07777873610046007
icu_times_sepsis,wbc_avg,-0.028181509746460966
icu_times_total_sepsis,wbc_avg,-0.028181509746460966
Comorbidity,wbc_avg,0.00860876355745901
glu_min,wbc_avg,0.04261356958484484
glu_max,wbc_avg,0.015208591634666247
glu_avg,wbc_avg,0.03855712553442679
figglu_min,wbc_avg,0.024840547495587242
figglu_max,wbc_avg,0.021940382335738102
figglu_avg,wbc_avg,0.03400760975876559
pot_min,wbc_avg,0.007463926140386104
pot_max,wbc_avg,0.0541496896711259
pot_avg,wbc_avg,0.0355234928762028
sod_min,wbc_avg,0.00676332179332304
sod_max,wbc_avg,0.008074264023394239
sod_avg,wbc_avg,0.009780700109036389
hem_min,wbc_avg,0.0210105649455145
hem_max,wbc_avg,-0.0017136294501067448
hem_avg,wbc_avg,0.01965980429996608
chl_min,wbc_avg,0.06035811397123698
chl_max,wbc_avg,0.029996092125406236
chl_avg,wbc_avg,0.05230953271984747
bun_min,wbc_avg,0.13010453280084933
bun_max,wbc_avg,0.10649601176045964
bun_avg,wbc_avg,0.13059975004259436
cre_min,wbc_avg,0.02226634688984735
cre_max,wbc_avg,0.024869766012958025
cre_avg,wbc_avg,0.02464915217250383
hemo_min,wbc_avg,0.0011711031633910244
hemo_max,wbc_avg,-0.019397459217537553
hemo_avg,wbc_avg,-0.008425073828862943
car_min,wbc_avg,-0.1685838406237201
car_max,wbc_avg,-0.18316117218384934
car_avg,wbc_avg,-0.203240653259443
rbc_min,wbc_avg,0.014876432648467048
rbc_max,wbc_avg,0.00907980011527885
rbc_avg,wbc_avg,0.012561165281904003
pla_min,wbc_avg,0.10357912733794258
pla_max,wbc_avg,0.11964046117531846
pla_avg,wbc_avg,0.11897664315213578
wbc_min,wbc_avg,0.9085302963746535
wbc_max,wbc_avg,0.8954585072526527
wbc_avg,wbc_avg,1.0
hea_min,wbc_avg,-0.039904308152217
hea_max,wbc_avg,0.09697148874270753
hea_avg,wbc_avg,0.12715124368104552
mag_min,wbc_avg,-0.03359255668709283
mag_max,wbc_avg,-0.046891958668379946
mag_avg,wbc_avg,-0.03302319945956463
res_min,wbc_avg,-0.04104985341430504
res_max,wbc_avg,0.06498815388046916
res_avg,wbc_avg,0.04788625704733994
spo_min,wbc_avg,-0.07952580272682641
spo_max,wbc_avg,-0.044911220736711124
spo_avg,wbc_avg,-0.05244496305945734
spo_alarms,wbc_avg,0.03172366268452195
temp_min,wbc_avg,0.01648036842389621
temp_max,wbc_avg,-0.04186455072560277
temp_avg,wbc_avg,-0.02407053056413092
hear_mode_1st Deg AV Block,wbc_avg,0.0064713069468584
hear_mode_A Paced,wbc_avg,0.09929179479794284
hear_mode_AV Paced,wbc_avg,-0.011692515175086989
hear_mode_Atrial Fib,wbc_avg,0.025069273235216297
hear_mode_Atrial Flutter,wbc_avg,-0.01892035264134694
hear_mode_Junctional,wbc_avg,-0.012334273960208576
hear_mode_MultFocalAtrTach,wbc_avg,-0.044841347636202615
hear_mode_Normal Sinus,wbc_avg,-0.09425327630712094
hear_mode_Parox Atr Tachy,wbc_avg,-0.00304653862421025
hear_mode_Sinus Brady,wbc_avg,-0.027968198285020052
hear_mode_Sinus Tachy,wbc_avg,0.12308878289337669
hear_mode_V Paced,wbc_avg,-0.03517899351261326
hear_last_1st Deg AV Block,wbc_avg,-0.010941590002139314
hear_last_2nd AVB Mobitz 2,wbc_avg,0.04514648806369213
hear_last_A Paced,wbc_avg,0.07408597584589867
hear_last_AV Paced,wbc_avg,-0.03606381314716623
hear_last_Asystole,wbc_avg,0.02703664133879272
hear_last_Atrial Fib,wbc_avg,0.01490221338858217
hear_last_Atrial Flutter,wbc_avg,-0.016735049884553026
hear_last_Comp Heart Block,wbc_avg,-0.017087720054908193
hear_last_Idioventricular,wbc_avg,0.05465272208747253
hear_last_Junctional,wbc_avg,0.01142880690746956
hear_last_MultFocalAtrTach,wbc_avg,-0.044841347636202615
hear_last_Normal Sinus,wbc_avg,-0.06558037918812726
hear_last_Other/Remarks,wbc_avg,-0.0401718656373451
hear_last_Sinus Brady,wbc_avg,0.02662461221193528
hear_last_Sinus Tachy,wbc_avg,0.04973340440550506
hear_last_Supravent Tachy,wbc_avg,-0.01801011222109643
hear_last_V Paced,wbc_avg,0.025311312665791594
died_immediately,wbc_avg,0.1409960834784141
age,hea_min,-0.10018565081367724
gender,hea_min,-0.00203595779636441
ethnicity,hea_min,0.018440342980252
marital_DIVORCED,hea_min,0.04320362145989306
marital_MARRIED,hea_min,-0.03060639907754028
marital_SEPARATED,hea_min,-0.031932921463814046
marital_SINGLE,hea_min,0.06325666172263468
marital_WIDOWED,hea_min,-0.04702729742864991
icu_duration_hour,hea_min,-0.1691139889753534
icu_times,hea_min,-0.034795966231481686
icu_times_total,hea_min,0.007660909089994331
icu_times_sepsis,hea_min,0.019152012624380012
icu_times_total_sepsis,hea_min,0.019152012624380012
Comorbidity,hea_min,0.023724899464994398
glu_min,hea_min,0.15165895062573073
glu_max,hea_min,-0.15867956036960246
glu_avg,hea_min,-0.06069255854338738
figglu_min,hea_min,0.11839760411317313
figglu_max,hea_min,-0.07705782945786947
figglu_avg,hea_min,0.01951155332184997
pot_min,hea_min,-0.019775879321511168
pot_max,hea_min,-0.22739767119676274
pot_avg,hea_min,-0.1751294288355436
sod_min,hea_min,0.16174037928681453
sod_max,hea_min,-0.07496444738045994
sod_avg,hea_min,0.03942926199297746
hem_min,hea_min,0.08896200052281489
hem_max,hea_min,-0.13716696822185806
hem_avg,hea_min,-0.023421107347567156
chl_min,hea_min,0.13920165592058673
chl_max,hea_min,-0.034710877026794505
chl_avg,hea_min,0.058398818094472484
bun_min,hea_min,-0.062315009414511874
bun_max,hea_min,-0.16629852221343053
bun_avg,hea_min,-0.12514544094609817
cre_min,hea_min,-0.07434331633356436
cre_max,hea_min,-0.01245825324263307
cre_avg,hea_min,-0.06313209401415183
hemo_min,hea_min,0.10762165232316971
hemo_max,hea_min,-0.11064589019624059
hemo_avg,hea_min,0.0008106717948397032
car_min,hea_min,0.20726755928778162
car_max,hea_min,0.00311674715463924
car_avg,hea_min,0.11031164182504336
rbc_min,hea_min,0.13463442516602317
rbc_max,hea_min,-0.06547140368515271
rbc_avg,hea_min,0.03661977615271026
pla_min,hea_min,0.14343151443102248
pla_max,hea_min,0.00324072792862635
pla_avg,hea_min,0.07630979994380371
wbc_min,hea_min,-0.0012739859626212725
wbc_max,hea_min,-0.09659428457532775
wbc_avg,hea_min,-0.039904308152217
hea_min,hea_min,1.0
hea_max,hea_min,-0.049221648207186525
hea_avg,hea_min,0.27894089089848084
mag_min,hea_min,0.027224545092127107
mag_max,hea_min,-0.09357789655096914
mag_avg,hea_min,-0.05046250148006502
res_min,hea_min,0.45432119532765736
res_max,hea_min,-0.11401261133871217
res_avg,hea_min,0.020011186720634032
spo_min,hea_min,0.37721727118008846
spo_max,hea_min,0.14584667584893146
spo_avg,hea_min,0.22286678167873944
spo_alarms,hea_min,-0.2463079086768733
temp_min,hea_min,0.0671971728229773
temp_max,hea_min,-0.0024629556382493862
temp_avg,hea_min,0.09396087726790969
hear_mode_1st Deg AV Block,hea_min,-0.011542096217433923
hear_mode_A Paced,hea_min,0.007789696912592326
hear_mode_AV Paced,hea_min,0.015017853984826541
hear_mode_Atrial Fib,hea_min,-0.07418034326035383
hear_mode_Atrial Flutter,hea_min,-0.0048377825959545736
hear_mode_Junctional,hea_min,-0.008268939109606124
hear_mode_MultFocalAtrTach,hea_min,-0.08402646435768725
hear_mode_Normal Sinus,hea_min,-0.04844731809741715
hear_mode_Parox Atr Tachy,hea_min,0.009637385039940159
hear_mode_Sinus Brady,hea_min,-0.09345900484841314
hear_mode_Sinus Tachy,hea_min,0.16500129182536336
hear_mode_V Paced,hea_min,-2.5370278425862335e-05
hear_last_1st Deg AV Block,hea_min,-0.017536964062568033
hear_last_2nd AVB Mobitz 2,hea_min,-0.015155986859431791
hear_last_A Paced,hea_min,0.005565017346892878
hear_last_AV Paced,hea_min,-0.006937950088820568
hear_last_Asystole,hea_min,-0.4244680485419922
hear_last_Atrial Fib,hea_min,-0.01522459533887431
hear_last_Atrial Flutter,hea_min,0.0046889475192022035
hear_last_Comp Heart Block,hea_min,-0.09843132891124827
hear_last_Idioventricular,hea_min,-0.12499745635194134
hear_last_Junctional,hea_min,-0.0919198189488451
hear_last_MultFocalAtrTach,hea_min,-0.08402646435768725
hear_last_Normal Sinus,hea_min,0.13093430054404648
hear_last_Other/Remarks,hea_min,-0.10315988348321188
hear_last_Sinus Brady,hea_min,-0.15794537646709383
hear_last_Sinus Tachy,hea_min,0.21345854964810962
hear_last_Supravent Tachy,hea_min,0.06473376703854458
hear_last_V Paced,hea_min,-0.0020154186082073406
died_immediately,hea_min,-0.39352011710384055
age,hea_max,-0.028448946768155146
gender,hea_max,-0.02348980805675354
ethnicity,hea_max,-0.017507571100747618
marital_DIVORCED,hea_max,-0.012990539296039022
marital_MARRIED,hea_max,0.014188771995558562
marital_SEPARATED,hea_max,-0.014014966981818039
marital_SINGLE,hea_max,0.018386058371066914
marital_WIDOWED,hea_max,-0.026916177627553894
icu_duration_hour,hea_max,0.3063497079886695
icu_times,hea_max,0.01507490964294481
icu_times_total,hea_max,-0.05726725075253672
icu_times_sepsis,hea_max,0.052942017803657065
icu_times_total_sepsis,hea_max,0.052942017803657065
Comorbidity,hea_max,0.008141047046246122
glu_min,hea_max,-0.15978730387868897
glu_max,hea_max,0.18365121592735725
glu_avg,hea_max,0.056035123078949985
figglu_min,hea_max,-0.1475437121859769
figglu_max,hea_max,0.15917991456782676
figglu_avg,hea_max,0.009071780398605284
pot_min,hea_max,-0.23830255024243105
pot_max,hea_max,0.1613673944862873
pot_avg,hea_max,-0.011968247880451312
sod_min,hea_max,-0.1352723065226486
sod_max,hea_max,0.1910657528184877
sod_avg,hea_max,0.055690049651934526
hem_min,hea_max,-0.20494595250828226
hem_max,hea_max,0.2361997111056123
hem_avg,hea_max,-0.020161017950407884
chl_min,hea_max,-0.15895537159019568
chl_max,hea_max,0.14927857965053778
chl_avg,hea_max,0.0016277248414485752
bun_min,hea_max,-0.00755409344686927
bun_max,hea_max,0.2196460639307595
bun_avg,hea_max,0.11621280270988271
cre_min,hea_max,0.0023715022965331615
cre_max,hea_max,0.02590757722090764
cre_avg,hea_max,0.027855835032086478
hemo_min,hea_max,-0.19143767461616712
hemo_max,hea_max,0.24950788871053
hemo_avg,hea_max,0.0103115358281411
car_min,hea_max,-0.2624496973841596
car_max,hea_max,0.12752893823766498
car_avg,hea_max,-0.05261963827034981
rbc_min,hea_max,-0.20535159201599829
rbc_max,hea_max,0.17383410097591107
rbc_avg,hea_max,-0.01873674472788164
pla_min,hea_max,-0.15676139115004623
pla_max,hea_max,0.1307431038464074
pla_avg,hea_max,-0.021757652271915364
wbc_min,hea_max,-0.015181369116771174
wbc_max,hea_max,0.232186498638332
wbc_avg,hea_max,0.09697148874270753
hea_min,hea_max,-0.049221648207186525
hea_max,hea_max,1.0
hea_avg,hea_max,0.6408186689725058
mag_min,hea_max,-0.1648475349743691
mag_max,hea_max,0.19463868106712812
mag_avg,hea_max,0.030286564271989017
res_min,hea_max,-0.20748006840623007
res_max,hea_max,0.34219997516454437
res_avg,hea_max,0.22900209766358423
spo_min,hea_max,-0.27818432636807494
spo_max,hea_max,0.008792767513348754
spo_avg,hea_max,-0.09420890167563883
spo_alarms,hea_max,0.23848872298278218
temp_min,hea_max,-0.08515123137509374
temp_max,hea_max,0.34112885445067853
temp_avg,hea_max,0.13253321446571847
hear_mode_1st Deg AV Block,hea_max,-0.07603585614974052
hear_mode_A Paced,hea_max,-0.021153345655893017
hear_mode_AV Paced,hea_max,-0.08793934202954932
hear_mode_Atrial Fib,hea_max,0.16183743709759782
hear_mode_Atrial Flutter,hea_max,0.003828609890027897
hear_mode_Junctional,hea_max,-0.06123392562757295
hear_mode_MultFocalAtrTach,hea_max,0.0009193766267835558
hear_mode_Normal Sinus,hea_max,-0.23379557866836206
hear_mode_Parox Atr Tachy,hea_max,0.024722768979515985
hear_mode_Sinus Brady,hea_max,-0.14913621031624982
hear_mode_Sinus Tachy,hea_max,0.31804145838861975
hear_mode_V Paced,hea_max,-0.13340368435800587
hear_last_1st Deg AV Block,hea_max,-0.03751829556952568
hear_last_2nd AVB Mobitz 2,hea_max,0.0009193766267837962
hear_last_A Paced,hea_max,-0.03280046374988773
hear_last_AV Paced,hea_max,-0.07197681180013976
hear_last_Asystole,hea_max,0.08043357091377237
hear_last_Atrial Fib,hea_max,0.13181750598668426
hear_last_Atrial Flutter,hea_max,-0.010096104607914602
hear_last_Comp Heart Block,hea_max,-0.006183847665116315
hear_last_Idioventricular,hea_max,0.06350442352364749
hear_last_Junctional,hea_max,-0.0015312618730656104
hear_last_MultFocalAtrTach,hea_max,0.0009193766267835558
hear_last_Normal Sinus,hea_max,-0.22350795797005696
hear_last_Other/Remarks,hea_max,0.06784716220397974
hear_last_Sinus Brady,hea_max,-0.07142655639950357
hear_last_Sinus Tachy,hea_max,0.261644229691239
hear_last_Supravent Tachy,hea_max,0.04059169721467073
hear_last_V Paced,hea_max,-0.13731820567210448
died_immediately,hea_max,0.26415802064369903
age,hea_avg,-0.14642206736796157
gender,hea_avg,-0.0012617869360039096
ethnicity,hea_avg,-0.0530861290816371
marital_DIVORCED,hea_avg,0.006681274892629678
marital_MARRIED,hea_avg,-0.03881835461282617
marital_SEPARATED,hea_avg,0.02640245152526264
marital_SINGLE,hea_avg,0.08528999709733423
marital_WIDOWED,hea_avg,-0.05694440519209739
icu_duration_hour,hea_avg,0.006991018997254061
icu_times,hea_avg,0.0023441562595269763
icu_times_total,hea_avg,-0.06029698562416099
icu_times_sepsis,hea_avg,0.06575479906127056
icu_times_total_sepsis,hea_avg,0.06575479906127056
Comorbidity,hea_avg,0.012524635874522093
glu_min,hea_avg,0.06111719184679074
glu_max,hea_avg,0.059046405527302226
glu_avg,hea_avg,0.08740751174491848
figglu_min,hea_avg,0.013445226637664008
figglu_max,hea_avg,0.07460355614360706
figglu_avg,hea_avg,0.07062430393420535
pot_min,hea_avg,-0.03755746716583471
pot_max,hea_avg,0.0439132467479085
pot_avg,hea_avg,0.02862422397173583
sod_min,hea_avg,0.025401494533926993
sod_max,hea_avg,0.0171519023423702
sod_avg,hea_avg,0.024860057260158063
hem_min,hea_avg,-0.02187643716695736
hem_max,hea_avg,0.047080837987438534
hem_avg,hea_avg,0.00808591752656502
chl_min,hea_avg,-0.007373689494461898
chl_max,hea_avg,0.02440834026101105
chl_avg,hea_avg,0.010071532034207385
bun_min,hea_avg,0.08692018213314827
bun_max,hea_avg,0.11099147219733377
bun_avg,hea_avg,0.10129591082463377
cre_min,hea_avg,0.047851148969566236
cre_max,hea_avg,0.052027551751432324
cre_avg,hea_avg,0.06345714354328263
hemo_min,hea_avg,-0.02013010503039689
hemo_max,hea_avg,0.058418355859446484
hemo_avg,hea_avg,0.021572125678208216
car_min,hea_avg,-0.17844811567887953
car_max,hea_avg,-0.11352682261187327
car_avg,hea_avg,-0.1624253383342218
rbc_min,hea_avg,-0.017225094697787213
rbc_max,hea_avg,0.05137802286665951
rbc_avg,hea_avg,0.02563242136291752
pla_min,hea_avg,-0.08502305566599297
pla_max,hea_avg,-0.025700541727281985
pla_avg,hea_avg,-0.06434737789902284
wbc_min,hea_avg,0.1257203544321788
wbc_max,hea_avg,0.11864346949200838
wbc_avg,hea_avg,0.12715124368104552
hea_min,hea_avg,0.27894089089848084
hea_max,hea_avg,0.6408186689725058
hea_avg,hea_avg,1.0
mag_min,hea_avg,-0.013071536312223594
mag_max,hea_avg,0.015454736137768333
mag_avg,hea_avg,-0.014888381900237854
res_min,hea_avg,0.024826997020100685
res_max,hea_avg,0.18883819788157682
res_avg,hea_avg,0.30123516158557273
spo_min,hea_avg,-0.15388500523496723
spo_max,hea_avg,0.012214907219427314
spo_avg,hea_avg,-0.10600497946207388
spo_alarms,hea_avg,0.09814217480178829
temp_min,hea_avg,-0.011784075079717002
temp_max,hea_avg,0.2079555427878102
temp_avg,hea_avg,0.17948067292908498
hear_mode_1st Deg AV Block,hea_avg,-0.055802231554804814
hear_mode_A Paced,hea_avg,-0.033116687415936104
hear_mode_AV Paced,hea_avg,-0.1084723458727866
hear_mode_Atrial Fib,hea_avg,0.1424523436413843
hear_mode_Atrial Flutter,hea_avg,-0.004287821743637245
hear_mode_Junctional,hea_avg,-0.06440883830029664
hear_mode_MultFocalAtrTach,hea_avg,-0.04297004120374977
hear_mode_Normal Sinus,hea_avg,-0.42180769011622976
hear_mode_Parox Atr Tachy,hea_avg,0.018638291505274244
hear_mode_Sinus Brady,hea_avg,-0.24651507627998342
hear_mode_Sinus Tachy,hea_avg,0.6188973740799312
hear_mode_V Paced,hea_avg,-0.135505916234122
hear_last_1st Deg AV Block,hea_avg,-0.05277256834661398
hear_last_2nd AVB Mobitz 2,hea_avg,-0.012120740539560719
hear_last_A Paced,hea_avg,-0.03815549622792832
hear_last_AV Paced,hea_avg,-0.12214950923375532
hear_last_Asystole,hea_avg,0.04780745250039454
hear_last_Atrial Fib,hea_avg,0.11059052622235879
hear_last_Atrial Flutter,hea_avg,-0.013210009376275
hear_last_Comp Heart Block,hea_avg,-0.009151633822694308
hear_last_Idioventricular,hea_avg,-0.0031472179702738833
hear_last_Junctional,hea_avg,0.02817089361295279
hear_last_MultFocalAtrTach,hea_avg,-0.04297004120374977
hear_last_Normal Sinus,hea_avg,-0.3081050171299438
hear_last_Other/Remarks,hea_avg,0.09546334576091856
hear_last_Sinus Brady,hea_avg,-0.09621228394466814
hear_last_Sinus Tachy,hea_avg,0.4407329254362217
