,diagnosis,num
7677,S/P SHUNT,1
7678,S/P SKIING ACCIDENT,1
7679,S/P SMALL BOWEL OBSTRUCTION;SEPSIS,1
7680,S/P SMALL BOWEL RESECTION,1
7681,S/P SPHINCTEROTOMY,1
7682,S/P SPLEENECTOMY,1
7683,S/P SPLENECTOMY;POLYCYTHEMIA VERA,1
7684,S/P STAB WOUND TO CHEST,1
7685,S/P STAB WOUND TO EYE,1
7686,S/P STABBIMG,1
7687,S/P STRANGULATION,1
7688,S/P STROKE,1
7689,S/P STRUCK BY CAR,1
7690,S/P SVT;RULE-OUT MYOCARDIAL INFARCTION,1
7691,S/P THROMBECTOMY,1
7692,S/P TIA/ CAROTID STENOSIS,1
7693,S/P TOTAL COLECTOMY,1
7694,S/P TRACHEA,1
7695,S/P TRACHEAL STENT;FAILURE TO WEAN,1
7696,S/P TRANSPLANT,1
7697,"S/P SEIZURE ATTACH,ETOH ABUSE",1
7698,S/P RIGHT GROIN EXPLORATION;? ANGIO,1
7699,S/P PEDESTRAIN STRUCK,1
7700,S/P RIGHT CRANIOTOMY,1
7701,S/P PEDESTRIAN STRUCK-INTRACRANIAL BLEED,1
7702,S/P PEDESTRIAN STRUCK-SUBARACHNOID HEMORRHAGE,1
7703,S/P PEDESTRIAN STRUCK BY CAR,1
7704,S/P PEDESTRIAN STRUCK BY TRAIN,1
7705,S/P PEDESTRIAN STRUCK:INTRACRANIAL HEMORRHAGE,1
7706,S/P PEDESTRIAN STRUCK;SUBARACHNOID HEMORRHAGE,1
7707,S/P PELVIC FRACTURE,1
7708,S/P PLEUROSCOPY WITH PLEURIDESIS;CHEST TUBE PLACEMENT;PLEURX CATHETER PLACEMENT;PNEUMOTHORAX,1
7709,S/P POSTERIOR FOSA DECOMPRESSION,1
7710,S/P PULSELESS ARREST,1
7711,S/P PULSELESS ELECTRICAL ACTIVITY; R/O MI,1
7712,"S/P R. LOBECTOMY,FEVER OF UNKNOWN ORIGIN",1
7713,S/P RECENT MI AND AS/MR,1
7714,S/P REINPLANT RIGHT INDEX FINGER,1
7715,S/P REJECTION KIDNEY TRANSPLANT,1
7716,S/P RENAL STENT PLACEMENT,1
7717,S/P RENAL TRANSPLANT;HYPERTENSIVE URGENCY,1
7718,S/P RESECTION,1
7719,S/P RESECTION AND GRAFTING OF ASCENDING AORTA,1
7720,S/P RESPIRATORY/CARDIAC ARREST,1
7721,S/P RIGHT COLECTOMY; BOWEL RESECTION,1
7722,S/P MOTOR VEHICLE ACCIDNENT,1
7723,S/P MOTOR VEHICLE ACCIDENT;TELEMTRY,1
7724,S/P MOTOR VEHICLE ACCIDENT;SUBDURAL HEMATOMA,1
7725,S/P KIDNEY TX-PULMONARY EDEMA,1
7726,S/P KIDNEY/PANCREAS TX-LEFT LEG CELLULITIS,1
7727,S/P KIDNEY;ACUTE RESPIRATORY FAILURE; ? MYOCARDIAL INFARCTION,1
7728,"S/P L.ELBOW FRACTUR, PNEUMONIA",1
7729,S/P LIVER & KIDNEY TX-HYPERKALEMIA,1
7730,S/P LIVER ABSCESS,1
7731,S/P LIVER TRANSPLANT QUESTION REJECTION,1
7732,S/P LIVER TRANSPLANT; R/O RIB FRACTURE,1
7733,S/P LIVER TRANSPLANT;? REJECTION,1
7734,S/P LIVER TRANSPLANT;ASPIRATION PNEUMONIA,1
7735,S/P LIVER TRANSPLANT;GI BLEED,1
7736,S/P LIVER TRANSPLANT;HEPATIC ARTERY THROMBOSIS,1
7737,S/P LIVER TRANSPLANT;MENTAL STATUS CHANGES,1
7738,S/P LIVER TRANSPLANT;R/O CMV,1
7739,S/P LIVER TRANSPLANT;R/O REJECTION;S/P MI,1
7740,S/P LIVER TRANSPLANT;REJECTION,1
7741,S/P LIVER TRANSPLANT;SEIZURE,1
7742,S/P LIVER TX-GASTROINTESTINAL BLEED,1
7743,S/P LIVER TX ASCTES CONFUSION,1
7744,S/P LIVER TX N;V;D,1
7745,"S/P LIVER TX, FEVER",1
7746,"S/P LIVER TX,NAUSEA,VOMITING",1
7747,"S/P KIDNEY TX,ARF,RESP DISTRESS",1
7748,S/P KIDNEY TX,1
7749,S/P LIVER TX;NAUSEA;VOMITING;ABDOMINAL PAIN,1
7750,S/P KIDNEY TRANSPLANT;URINARY RETINTION,1
7751,S/P ILEOSTOMY; DIABETES INSIPIDIS; SCHIZO-AFFECTIVE DISORDER,1
7752,S/P IMI,1
7753,S/P IMI\CATH,1
7754,S/P INFARCT\CARDIAC CATH,1
7755,S/P INFERIOR MI\CATH,1
7756,S/P INJURY CRUSHING,1
7757,S/P JET SKI ACCIDENT,1
7758,S/P JUMP,1
7759,S/P JUMP FROM MOVING VEHICLE ,1
7760,S/P KIDNEY-PANCREAS TX-R/O PNEUMONIA,1
7761,S/P KIDNEY PANCREAS TRANSPLANT;DEHYDRATION,1
7762,S/P KIDNEY TRANSPLANT-ELEVATED CREATININE,1
7763,"S/P KIDNEY TRANSPLANT,FEVER",1
7764,S/P KIDNEY TRANSPLANT; URINARY TRACT INFECTION,1
7765,S/P KIDNEY TRANSPLANT;?REJECTION,1
7766,S/P KIDNEY TRANSPLANT;BACTEREMIA,1
7767,S/P KIDNEY TRANSPLANT;BIOPSY BLEED;TELEMETRY,1
7768,S/P KIDNEY TRANSPLANT;INCREASED CREATININE,1
7769,S/P KIDNEY TRANSPLANT;NAUSEA;VOMITING,1
7770,S/P KIDNEY TRANSPLANT;PANCREATITIS;RESPIRATORY FAILURE,1
7771,S/P KIDNEY TRANSPLANT;SEPSIS,1
7772,S/P LIVER TX;ELEVATED LFTS,1
7773,S/P LIVER/NAUSEA/VOMITING/DIARRHEA,1
7774,S/P MOTOR VEHICLE ACCIDENT;SUBARACHNOID HEMORRHAGE,1
7775,S/P MOTOR VEHICLE ACCIDENT-ETOH,1
7776,S/P MOTOR VEHICLE ACCIDENT-HEAD TRAUMA,1
7777,S/P MOTOR VEHICLE ACCIDENT-OPEN TIBIA/FIBIA FX,1
7778,S/P MOTOR VEHICLE ACCIDENT-RT ARM WEAKNESS,1
7779,S/P MOTOR VEHICLE ACCIDENT-SPLENIC LACERATION',1
7780,S/P MOTOR VEHICLE ACCIDENT-STABBING,1
7781,S/P MOTOR VEHICLE ACCIDENT ROLLOVER;SUBDURAL HEMATOMA,1
7782,S/P MOTOR VEHICLE ACCIDENT WITH INJURIES;RIGHT FEMUR HEAD FRACTURE;DISLOCATION,1
7783,S/P MOTOR VEHICLE ACCIDENT; SUBARACHNOID HEMORRHAGE; C2 FRACTURE,1
7784,S/P MOTOR VEHICLE ACCIDENT;ARREST,1
7785,S/P MOTOR VEHICLE ACCIDENT;BRACHIAL ARTERY INJURY,1
7786,S/P MOTOR VEHICLE ACCIDENT;C2 FRACTURE,1
7787,S/P MOTOR VEHICLE ACCIDENT;FACIAL FRACTURES,1
7788,S/P MOTOR VEHICLE ACCIDENT;FEMUR FX,1
7789,S/P MOTOR VEHICLE ACCIDENT;HEMOTHORAX,1
7790,S/P MOTOR VEHICLE ACCIDENT;MULTISYSTEM TRAUMA,1
7791,S/P MOTOR VEHICLE ACCIDENT;PELVIC FRACTURE,1
7792,S/P MOTOR VEHICLE ACCIDENT;RIB FRACTURE;CLAVICLE RACTURE,1
7793,S/P MOTOR VEHICLE ACCIDENT;RIGHT ARM FX,1
7794,S/P MOTOR VEHICLE ACCIDENT;SMALL BOWEL OBSTRUCTION,1
7795,S/P MOTOR VEHICLE ACCIDENT;SPLENIC LAC;SKULL FRACTURE,1
7796,S/P MOTOR VEHICLE ACCIDENT;SPLENIC LACERATION,1
7797,S/P MOTOR VEHICLE ACCIDENT-FEMUR FRACTURE,1
7798,S/P MOTOR VEHICLE ACCIDENT-EDH-SUBARAHNOID HEMORRHAGE,1
7799,"S/P LIVERTX,ELEVATED LFT'S",1
7800,S/P MOTOR VEHICLE ACCIDENT-DISSECTING ANEURYSM,1
7801,S/P MCA,1
7802,S/P MCC;OPEN TIB/FIB FRACTURE,1
7803,S/P MCC;PNEUMOTHORAX;OPEN TIBIA FIBULA FRACTURE,1
7804,S/P MEGA COLON/SDA,1
7805,S/P MI; UNSTABLE ANGINA,1
7806,S/P MI;CHEST PAIN;AORTIC STENOSIS\? CATH,1
7807,S/P MI;ISCHEMIC LEFT LEG,1
7808,S/P MI;POST INFARCT ANGINA\CARDIAC CATH,1
7809,S/P MI\LEFT HEART CATH,1
7810,S/P MOTOR  VEHICLE ACCIDENT,1
7811,S/P MOTOR CYCLE CRASH,1
7812,S/P MOTOR ROLLOR,1
7813,S/P MOTOR VECHICLE ACCIDENT,1
7814,S/P MOTOR VEHICAL ACCIDENT,1
7815,S/P MOTOR VEHICHLE CRASH,1
7816,S/P MOTOR VEHICKE ACCIDENT,1
7817,S/P MOTOR VEHICLE ACCCIDENT,1
7818,S/P MOTOR VEHICLE ACCIDENT-BILAT FEMUR FRACTURES,1
7819,S/P MOTOR VEHICLE ACCIDENT-BLUNT TRAUMA,1
7820,S/P MOTOR VEHICLE ACCIDENT-CERVICAL SPINE FX,1
7821,S/P MOTOR VEHICLE ACCIDENT-CHEST TRAUMA,1
7822,S/P TRAUMA-PNEUMOTHORAX,1
7823,S/P TRAUMA;NEUROLOGIC INJURY,1
7824,RIGHT ICA STENOSIS/SDA,1
7825,SEPSIS-FEVER,1
7826,SEIZURES;TOTAL HIP REPLACEMENT,1
7827,SELLA MASS,1
7828,SENCONDAR LESION TO SPINE/SDA,1
7829,SENCONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW/SDA,1
7830,SENSORY MOTOR NEUROPATHY,1
7831,SEPATIC ENCEPHALAPATHY,1
7832,SEPIS,1
7833,SEPISI/RESPIRATORY ARREST,1
7834,SEPSI,1
7835,SEPSIS-CHOLANGITIS,1
7836,SEPSIS-HYPERGLYCEMIA,1
7837,S/P TREE LIMB FELL ON PATIENT,1
7838,SEPSIS-HYPOXIA,1
7839,SEPSIS-INTRACRANIAL HEMORRHAGE,1
7840,SEPSIS-MYOCARDIAL INFARCTION-HEAD BLEED,1
7841,SEPSIS LIKELY LINE INFECTION,1
7842,SEPSIS OBSTRUCTIVE UROPATHY ,1
7843,SEPSIS S/P BILL KNEE REPL,1
7844,SEPSIS VS CARDIOGENIC SHOCK,1
7845,SEPSIS WITH DIC,1
7846,"SEPSIS, CONGESTIVE HEART FAILURE",1
7847,"SEPSIS, GI BLEED, ESOPHAGEAL CA",1
7848,SEIZURES;SUBARACHNOID HEMORRHAGE,1
7849,SEIZURES;RAPID HEART RATE,1
7850,SEIZURES;OVERDOSE,1
7851,SEIZURES;OVARIAN CARCINOMA,1
7852,SEIZURE;HEAD BLEED;28 WEEKS ANTEPARTUM,1
7853,SEIZURE;HEPATIC ENCEPHALOPATHY,1
7854,SEIZURE;HYPOGLYCEMIA;TELEMETRY,1
7855,SEIZURE;HYPONATREMIA,1
7856,SEIZURE;POSSIBLE STROKE,1
7857,SEIZURE;SEPSIS,1
7858,SEIZURE;STATUS EPILEPTICUS,1
7859,SEIZURE;STROKE;TELEMETRY;TELEMETRY,1
7860,SEIZURE;SUBARACHNOID HEMORRHAGE,1
7861,SEIZURE;SUBDURAL HEMORRHAGE,1
7862,SEIZURE;UNRESPONSIVE,1
7863,SEIZURE;URINARY TRACT INFECTION,1
7864,SEIZURES AND SKULLTUMOR,1
7865,SEIZURES HEAD MASS,1
7866,"SEIZURES,HYPOGLYCEMIA",1
7867,"SEIZURES,MULTIPLE SCLEROSIS",1
7868,SEIZURES/SDA,1
7869,SEIZURES;BRAIN MASS,1
7870,SEIZURES;EPILEPSY,1
7871,SEIZURES;FEVER,1
7872,SEIZURES;HYPOGLYCEMIA,1
7873,"SEPSIS, HYPOSTENSION",1
7874,"SEPSIS, MET CA ESOPHAGEAL",1
7875,"SEPSIS, PE, RENAL FAILURE",1
7876,SEPSIS; PULMONARY EDEMA; DIABETES MELLLITUS,1
7877,SEPSIS; S/P RENAL TX,1
7878,SEPSIS; UTI,1
7879,SEPSIS; UTI; PYELONEPHRITIS,1
7880,SEPSIS;?SBP,1
7881,SEPSIS;ABDOMINAL PAIN,1
7882,SEPSIS;ACUTE PANCREATITIS;RENAL FAILURE,1
7883,SEPSIS;ACUTE RENAL FAILURE,1
7884,SEPSIS;ACUTE RESPIRATORY DISTRESS SYMDROME,1
7885,SEPSIS;ATRIAL FLUTTER,1
7886,SEPSIS;CARDIAC ISCHEMIA;CONGESTIVE HEART FAILURE,1
7887,SEPSIS;CELLULITIS,1
7888,SEPSIS;CHOLEDOCHOLITHIASIS,1
7889,SEPSIS;DIARRHEA;NAUSEA;VOMITING;RENAL FAILURE,1
7890,SEPSIS;DISSEMINATED INTRAVASCULAR CLOTTING,1
7891,SEPSIS;ENDOCARDITIS,1
7892,SEPSIS;EPIDURAL ABCESS,1
7893,SEPSIS;FAILURE TO WEAN,1
7894,SEPSIS;FEVER;NEUTROPENIA,1
7895,SEPSIS;GASTROINTESTINAL BLEED,1
7896,SEPSIS;HEMOLYSIS,1
7897,SEPSIS;HEPATIC ABSCESS;TELEMETRY,1
7898,SEPSIS; RESPIRATORY FAILURE,1
7899,SEPSIS; PERITONITIS,1
7900,"SEPSIS, R/O MI",1
7901,SEPSIS; BLADDER CANCER,1
7902,"SEPSIS,ADULT RESPIRATORY DISTRESS SYNDROME",1
7903,"SEPSIS,CHF",1
7904,"SEPSIS,COLONIC OBSTRUCTION",1
7905,"SEPSIS,FEVER",1
7906,"SEPSIS,HYPERGLYCEMIA",1
7907,"SEPSIS,HYPERKALEMIA",1
7908,"SEPSIS,HYPERSTENSION, RESPIRATORY FAILURE",1
7909,"SEPSIS,INFECTED LEG ULCERS",1
7910,"SEPSIS,PNEUMONIA,SMALL BOWEL OBSTRUCTION",1
7911,"SEPSIS,RENAL FAILURE",1
7912,"SEPSIS,STROKE",1
7913,"SEPSIS,SUBDURAL HEMATOMA",1
7914,"SEPSIS,URINARY TRACT INFECTION",1
7915,SEPSIS.,1
7916,SEPSIS/ AFIB,1
7917,SEPSIS/ CHEST PAIN,1
7918,SEPSIS/ACUTE RENAL FAILURE,1
7919,SEPSIS/CELLULITIS,1
7920,SEPSIS/ERCP,1
7921,SEPSIS/FEVER,1
7922,SEPSIS; ACUTE RENAL FAILURE,1
7923,SEIZURE;GLIOBLASTOMA MULTIFORME,1
7924,SEIZURE;FEVER,1
7925,SEIZURE;ETOH WITHDRAWAL,1
7926,SAH/SDH,1
7927,SAH;ANKLE FX,1
7928,SAH;PEDISTRIAN STRUCK,1
7929,SAH;PNEUMONIA;TELEMETRY,1
7930,SAH;VETEBRAL DISSECTION;TROP LEAK,1
7931,SALICYLATE OVERDOSE,1
7932,SALICYLATE TOXICITY,1
7933,SAMILIAL POLYPOSIS COLI/SDA,1
7934,SARCOMA LEFT PELVIS & GROIN/SDA,1
7935,SARCOMA SCALP/SDA,1
7936,SARCOMA/SDA,1
7937,SATUS POST TACH ARREST,1
7938,SBP VS INCARCERATED HERNIA,1
7939,SCALP LACERATION;RESPIRATORY FAILURE,1
7940,"SCALP WOUND, EXPOSED HARDWARE/SDA",1
7941,SCAPULA FRACTURE;HUMERUS FRACTURE;PULMONARY CONTUSION,1
7942,SCHATZKI'S RING,1
7943,SCI,1
7944,SCIATIC NEUROPATHY,1
7945,SCLEROSING CHOLANGITIS,1
7946,"SCLOLIOSIS, STENOSIS/SDA",1
7947,SCOLIOSIS,1
7948,SAH; HYPOTENSION,1
7949,SAH/S/P FALL,1
7950,"SCOLIOSIS,STENOSIS/SDA",1
7951,SAH/HYPERTENSION,1
7952,S/P TWELVE FOOT FALL,1
7953,S/P V - FIB ARREST/ CATH,1
7954,S/P V TACH ARREST,1
7955,S/P VENTRICULAR FIBRILLATION ARREST;CORONARY ARTERY DISEASE\CATH,1
7956,S/P VF ARREST,1
7957,S/P VF ARREST ,1
7958,S/P VF ARREST;CORONARY ARTERY DISEASE,1
7959,S/P WITHDRAWAL SEIZURE,1
7960,S/PFALL,1
7961,S/PO FALL,1
7962,S\P MOTOR VEHICLE ACCIDENT,1
7963,SADDLE EMBOLUA,1
7964,SADDLE PE;TELEMETRY,1
7965,SADDLE PULMONARY EDEMA,1
7966,SAFE BED,1
7967,SAGITAL SINUS THROMBOSIS,1
7968,SAH',1
7969,SAH S/P ASSAULT,1
7970,SAH S/P FALL,1
7971,"SAH,SDH,S/P FALL",1
7972,"SAH,TIB/FIB FX",1
7973,SCOLIOSIS /SDA,1
7974,SCOLIOSIS;RESPIRAORY FAILURE,1
7975,SEIZURE;DIABETIC KETOACIDOSIS;TELEMETRY,1
7976,SEIZURE-TRAUMA-C-SPINEFRACTURE,1
7977,SEIZURE DISORDER;PNEUMONIA;URINARY TRACT INFECTION,1
7978,SEIZURE VS STROKE,1
7979,SEIZURE WITH ETOH WITHDRAWAL,1
7980,"SEIZURE, BRAIN METS",1
7981,"SEIZURE, DT'S",1
7982,"SEIZURE, MET TO BRAIN",1
7983,"SEIZURE,ASPIRATION",1
7984,"SEIZURE,FEEVER",1
7985,"SEIZURE,FEVER",1
7986,"SEIZURE,NAUSEA,VOMITING",1
7987,"SEIZURE,RESPIRATORY FAILURE",1
7988,"SEIZURE,RHABDOMYOLSIS,FEVER",1
7989,SEIZURE/DIABETIC KETOACIDOSIS/ALTERED MENTAL STATUS,1
7990,SEIZURE/TACHYCARDIA,1
7991,SEIZURE; BRAIN METASTASES,1
7992,SEIZURE; HYPONATREMIA,1
7993,SEIZURE;? CVA,1
7994,SEIZURE;ALCOHOL WITHDRAWAL;TELEMETRY,1
7995,SEIZURE;ALTERED MENTAL STATUS,1
7996,SEIZURE;BRAIN & LUNG MASSES,1
7997,SEIZURE;BRAIN METS,1
7998,SEIZURE DISORDER,1
7999,SEIZURE-R/O CEREBROVASCULAR ACCIDENT,1
8000,SCROTAL CELLULITIS,1
8001,SEIZURE-MRSA IN SPUTUM,1
8002,SDH + S/P CARDIAC ARREST,1
8003,SDH AND FEMUR FX,1
8004,SDH BILATERAL,1
8005,SDH WITH SHIFT,1
8006,"SDH, S/P FALL",1
8007,SDH/HEART BLOCK,1
8008,SDH/SAH/ETOH WITHDRAWL,1
8009,SDH; HEMATOMAS,1
8010,"SDH;PNEUMONCEPHAMUS,BLUNT HEAD INJURY",1
8011,SDHS,1
8012,SEAZURES;CVA,1
8013,SECOND DEGREE AV BLOCK,1
8014,SECOND DEGREE BLOCK;? STROKE,1
8015,SECOND DEGREE ESOPHAGEAL CANCER,1
8016,SECOND DEGREE HEART BLOCK,1
8017,SECONDARY MALIGNANT NEOPKASM BONE AND BONE MARROWP PERSONAL HX MALIGNANT NEOPLASM KIDNEY/SDA,1
8018,SECONDARY MALIGNANT NEOPLASM BONE AND BONE MARROW LEFT FEMUR/SDA,1
8019,SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW/SDA,1
8020,SEGMENT ELEVATION MYOCARDIAL INFACTION,1
8021,SEISURE,1
8022,SEIZURE-HYDROCEPHALUS,1
8023,S/P HIT BY CAR;ETOH WITHDRAWAL,1
8024,S/P HIP REPLACEMENT,1
8025,S/P HIP FX,1
8026,RLE ISCHEMIA,1
8027,RIGHT VENTRICULAR TUMOR,1
8028,RIGHT VISION LOSS,1
8029,RIGHT WING MENINGIOMA/SDA,1
8030,RIGHT WRIST FRACTURE;S/P FALL,1
8031,"RIGHT,LEFT EX-FIX HOWEDIC",1
8032,RIGHTBRONCHUS MASS,1
8033,RIGID BRONCHOSCOPY\RIGID BRONCHOSCOPY,1
8034,RIP FRACTURES,1
8035,RLE CELLULITIS,1
8036,"RLE CELLULITIS, LIVER FAILURE",1
8037,RO MI;PNEUMONIA,1
8038,S/P HERNIA REPAIR,1
8039,RO/MI,1
8040,ROLLOVER MVC,1
8041,ROOT ABSCESS,1
8042,ROP;SEIZURES,1
8043,ROTATOR CUFF TEAR;RIGHT SHOULDER,1
8044,RP BLEED,1
8045,RP BLEED;HYPOTENSION,1
8046,RP HEMATOMA,1
8047,RPA;SUPRAGLOTITIS,1
8048,RRA STENOSIS,1
8049,RIGHT VENTRICULAR MASS\RIGHT VENTRICULAR MASS EXCISION,1
8050,RIGHT VENTRICULAR LEAD MALFUNCTION;INAPPROPRIATE IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR FRING\RIGHT VENTRICULAR IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR LEAD EXTRACTION/SDA,1
8051,RIGHT VENTRICULAR INFARCTION;TELEMETRY,1
8052,RIGHT VENTRICULAR ANEURYSM\RESECTION RIGHT VENTRICULAR ANEURYSM /SDA,1
8053,RIGHT THIGH EXTENSIVE HETEROTOPIC OSSIFICATION/SDA,1
8054,RIGHT THORACTOMY MVR,1
8055,RIGHT THYROID NEOPLASM/SDA,1
8056,RIGHT TIBIAL NON-UNION; RIGHT LEG TIBIAL DEFECT/SDA,1
8057,RIGHT TUMOR FRONTAL/SDA,1
8058,RIGHT UPJ STRICTURE,1
8059,RIGHT UPPER EXTREMITY DEEP VEIN THROMBOSIS,1
8060,RIGHT UPPER EXTREMITY HEMATOMA,1
8061,RIGHT UPPER LOBE CANCER/SDA,1
8062,RIGHT UPPER LOBE LUNG CANCER/SDA,1
8063,RIGHT UPPER LOBE LUNG MASS;COPD,1
8064,RIGHT UPPER LOBE LUNG NODULE/SDA,1
8065,RIGHT UPPER LOBE MASSES/SDA,1
8066,RIGHT UPPER NODULE/SDA,1
8067,RIGHT UPPER POLE MASS/SDA,1
8068,RIGHT UPPER QUADRANT PAIN;GASTROESOPHAGEAL REFLUX DISEASE;CHOLECYSTITIS,1
8069,RIGHT UPPER QUADRANT PAIN;OLD AORTIC DISSECTION,1
8070,RIGHT URETERAL CA/SDA,1
8071,RIGHT URETERAL CALCULI\URETEROSCOPY WITH LASER LITHOTRIPSY RIGHT,1
8072,RIGHT URETERAL CALCULUS,1
8073,RIGHT URETERAL STONE/SDA,1
8074,"RRETROPERTONAL HEMATOMA,FEVER",1
8075,RSV PNUEMONIA,1
8076,RT BASAL GANGLIA BLEEDING,1
8077,RULE-OUT MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE,1
8078,RULE-OUT MYOCARDIAL INFARCTION;R/O PE,1
8079,RULE-OUT MYOCARDIAL INFARCTION;S/P PACER,1
8080,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY; CATH,1
8081,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;?CVA,1
8082,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;ABDOMINAL PAIN,1
8083,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;CVA,1
8084,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;FREQUENT FALLS,1
8085,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;HYPOTENSION,1
8086,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;HYPOXIA,1
8087,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;PVD,1
8088,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;RIGHT-HAND ISCHEMIA,1
8089,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;RIGHT PNEUMOTHORAX,1
8090,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;S/P FALL,1
8091,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;THORACIC AORTA INTRAMURAL HEMATOMA,1
8092,RULE-OUT MYOCARDIAL INFRACTION;TELEMETRY,1
8093,RULE-OUT MYOCARDIAL INFRACTION;VOMITING;RAPID AFIB,1
8094,RULE-OUT PULMONARY EMBOLIS;CHRONIC OBST PULM DISEASE,1
8095,"RULE IN MI, CHEST PAIN",1
8096,RULE IN MYOCARDIAL INFARCTION,1
8097,RULE OTU CORONARY ARTERY DISEASE; SEVERE MITRAL REGURGITATION\RIGHT AND LEFT HEART CATHETERIZATION,1
8098,RULE OUT BRAIN TUMOR/SDA,1
8099,RULE-OUT MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE;ACUTE RENAL FAILURE,1
8100,RUE INFECTION,1
8101,RT BASOGANLIA HEMORRHAGE,1
8102,RT VERTEBRAL ARTERY STENOSIS,1
8103,RT CAROTID STENOSIS/SDA,1
8104,RT CEREBELLAR BLEED,1
8105,RT CEREBELLAR INFARCTION,1
8106,"RT EYE INFLAMMATION,VISION LOSS,HEPATITIS",1
8107,RT FLANK STABBING,1
8108,"RT FOOT CELLULITIS,DIABETIC KETO ACIDOSIS",1
8109,RT FOOT ISCHEMIA,1
8110,RT FOOT OSTEOMYELITIS-DM-HYPONATREMIA,1
8111,RT FOREARM LACERATION-ULNAR NERVE INJURY,1
8112,RT LEG ARTERIAL OCCLUSION,1
8113,RT LEG SWELLING,1
8114,RT LOWER EXTREMITY CELLULITIS;MYOCARDIAL INFARCTION,1
8115,RT LOWER LOBE PNEUMONIA,1
8116,RT PARICTO-OCCIPATAL HEMORRHAGIC STROKE,1
8117,RT SUBDURAL BLEED,1
8118,"RT THIGH HEMATOMA,R/O MI",1
8119,"RT TIBIA,FIBULA FRACTURES",1
8120,RT TMA-DM-CELLULITIS-RENAL FAILURE,1
8121,RT UPPER EXTREMITY CRUSH INJURY,1
8122,RT UPPER EXTREMITY SWELLING,1
8123,RT UPPER QUADRANT ABSCESS,1
8124,RIGHT THALMIC HEMORRHAGE,1
8125,RIGHT THALAMIC BLEED,1
8126,RIGHT TEMPORAL/SDA,1
8127,RIGHT LEG REST PAIN/SDA,1
8128,RIGHT LEG WEAKNESS;DEMENTIA,1
8129,RIGHT LOWER ETREMITES GANGRENE,1
8130,RIGHT LOWER EXTREMITY FAILED FIXATION/SDA,1
8131,RIGHT LOWER LEG ISCHEMIA;RIGHT LEG INFRACTION;RULE OUT TUBERCULOSIS,1
8132,RIGHT LOWER LOBE CANCER;PNEUMONIA,1
8133,RIGHT LOWER LOBE CAVITARY NODULE;MULTIPLE SMALL PULMONARY EMBOLISM,1
8134,RIGHT LOWER LOBE COLLAPSE;SHORTNESS OF BREATH,1
8135,RIGHT LOWER LOBE LUNG CA/SDA,1
8136,RIGHT LOWER LOBE LUNG MASS/SDA,1
8137,RIGHT LOWER LOBE MASS/SDA,1
8138,RIGHT LOWER LOBE PNEUMONIA,1
8139,RIGHT LOWER LOBE;LARGE VOCAL CORD MASSES,1
8140,RIGHT LOWER QUADRANT PAIN/SDA,1
8141,RIGHT LUNG  CA/SDA,1
8142,RIGHT LUNG CANCER;WEAKNESS,1
8143,RIGHT LUNG MASS,1
8144,RIGHT LUNG MASS;HEMOPTYSIS,1
8145,RIGHT LUNG MASSES/SDA,1
8146,RIGHT LUNG TUMOR/SDA,1
8147,RIGHT MANDIBULAR CELLULITIS,1
8148,RIGHT MCA STROKE;TELEMETRY,1
8149,RIGHT LEG SARCOMA/SDA,1
8150,RIGHT LEG ISCHEMIA/SDA,1
8151,RIGHT MIDDLE CEREBRAL ANEURYSM/SDA,1
8152,RIGHT LEG HEMATOMA,1
8153,RIGHT ILIAC ARTERY ANEURYSM,1
8154,RIGHT INFECTED TOTAL HIP /SDA,1
8155,RIGHT INGUINAL & UMBILICAL HERNIA,1
8156,RIGHT INGUINAL HERNIA,1
8157,RIGHT INGUNAL HERNIA,1
8158,RIGHT INTERNAL ARTERY STENOSIS;CHEST PAIN;LOWER EXTREMITY CLAUDICATION,1
8159,RIGHT INTERNAL CAPSULE HEMORRHAGE,1
8160,RIGHT INTERNAL CAROTID ARTERY ANEURYSM/SDA,1
8161,RIGHT INTERNAL JUGULAR THROMBUS,1
8162,RIGHT INTRACRANIAL HEMORRHAGE;C2 FRACTURE,1
8163,RIGHT INTRACRANIAL HEMORRHAGE;TELEMETRY,1
8164,RIGHT KIDNEY MASS/SDA,1
8165,RIGHT KIDNEY TUMOR/SDA,1
8166,RIGHT KNEE AO/SDA,1
